1.3,南京,软件工程师,https://jobs.51job.com/nanjing/74634847.html?s=01&t=0,江苏敦超电子科技有限公司
2.8,南京-建邺区,FPGA开发专家,https://jobs.51job.com/nanjing-jyq/117740207.html?s=01&t=0,南京艾特安智能科技有限公司
1.2,南京,衍生品研究员（2020届）,https://jobs.51job.com/nanjing/117090788.html?s=01&t=0,江苏紫鑫投资管理有限公司（私募基金）
2.1,南京-建邺区,嵌入式软件工程师,https://jobs.51job.com/nanjing-jyq/117385973.html?s=01&t=0,江苏百宁盈创医疗科技有限公司
0.6,南京-雨花台区,系统交付工程师（研发方向）,https://jobs.51job.com/nanjing-yhtq/103918382.html?s=01&t=0,南京易司拓电力科技股份有限公司
0.7,南京-栖霞区,硬件工程师,https://jobs.51job.com/nanjing-qxq/109639940.html?s=01&t=0,南京乐金汽车零部件有限公司
0.7,南京-建邺区,衍生品交易员,https://jobs.51job.com/nanjing-jyq/115000807.html?s=01&t=0,南京金伯珠资产管理有限公司
0.7,南京-秦淮区,C#软件工程师,https://jobs.51job.com/nanjing-qhq/118394395.html?s=01&t=0,南京长城智慧医疗科技有限公司
0.7,南京-江宁区,电气工程师,https://jobs.51job.com/nanjing-jnq/115646247.html?s=01&t=0,南京凯微机电科技有限公司
0.6,南京,软件工程师,https://jobs.51job.com/nanjing/115249161.html?s=01&t=0,南京印可丽数码科技有限公司
0.5,南京-江宁区,嵌入式软件工程师,https://jobs.51job.com/nanjing-jnq/118298774.html?s=01&t=0,南京龙渊微电子科技有限公司
0.7,南京-秦淮区,Gis工程师,https://jobs.51job.com/nanjing-qhq/115818512.html?s=01&t=0,江苏欣网视讯软件技术有限公司
0.5,南京-雨花台区,嵌入式软件工程师,https://jobs.51job.com/nanjing-yhtq/118146313.html?s=01&t=0,南京双启新能源科技有限公司
